27533,1,41,7
275464,1,32,9
276202,0,38,2
276311,0,29,2
276696,0,37,3
277195,1,45,6
277206,0,35,6
277288,1,42,5
278203,0,21,3
278295,1,31,6
27833,1,33,8
278411,0,46,6
278827,0,61,6
278934,0,37,6
279341,1,26,6
279588,1,51,8
280256,1,19,6
281033,0,42,2
281100,0,25,7
281209,0,31,6
281279,0,23,6
281381,0,44,6
281403,1,43,2
281976,1,22,1
282385,0,50,6
282595,1,34,8
282934,1,47,6
282942,1,27,8
284749,1,28,5
285194,1,20,2
285937,0,47,7
286110,0,36,6
286592,0,30,6
286799,0,27,4
286892,0,45,6
287402,1,41,4
287525,1,26,6
287535,1,31,4
287586,1,36,1
287753,1,30,8
287768,0,33,8
287833,0,22,2
288176,1,42,7
288687,1,20,6
289036,1,49,8
289257,1,47,8
289836,0,28,9
289917,1,30,7
290033,0,21,1
290047,1,28,4
290174,0,29,7
290227,0,30,6
290455,0,41,9
290562,1,26,6
291023,0,25,9
291270,0,54,6
291308,0,39,6
291868,0,34,7
292169,0,29,8
292296,0,27,7
292323,1,32,7
293163,0,18,4
293345,1,25,3
293927,0,34,7
294847,1,30,3
295559,1,18,1
295644,1,23,6
296059,0,36,6
296207,1,26,8
296594,0,21,3
296900,1,41,2
297086,1,25,6
297144,1,36,6
297552,1,43,3
297627,0,33,7
298476,1,34,7
298492,1,44,9
298696,1,38,7
298981,1,34,5
299664,0,26,7
299687,0,32,4
300377,1,19,5
300683,0,29,4
300698,0,23,7
300851,0,44,4
300987,1,20,3
301172,1,33,6
301337,0,41,7
301482,1,24,2
302684,1,32,5
302841,1,20,6
302859,1,18,1
302870,0,21,8
30298,0,40,6
302994,1,27,8
303202,1,23,7
303435,0,23,4
304449,1,41,8
30467,0,30,5
304692,1,37,7
305004,1,55,4
305150,1,48,2
305445,1,22,2
30554,0,49,7
305986,1,37,9
306302,1,33,3
306485,1,32,7
306629,1,24,3
306656,1,31,7
307060,1,22,4
307072,1,22,7
30722,1,34,6
307639,1,30,7
307835,1,31,9
30784,0,18,2
308594,1,34,4
308984,1,31,9
3095,1,31,9
309544,0,22,6
309710,1,32,7
309952,1,25,9
310221,0,34,6
310932,0,23,8
31104,1,25,3
31117,0,20,7
311285,1,25,1
311625,1,20,6
312517,1,34,1
312562,1,27,9
312608,1,35,3
312843,1,30,6
313587,1,27,6
31365,0,31,6
31383,1,27,3
313831,1,31,5
314124,1,27,1
314283,1,66,2
314329,1,30,1
314598,1,22,3
314674,1,42,4
314876,1,19,4
314969,1,22,9
315328,1,27,7
315423,1,33,8
315599,1,46,9
315631,1,25,3
315887,1,34,6
316455,1,31,7
316500,1,30,6
316550,1,31,4
317150,0,45,4
317851,1,27,8
318016,1,27,7
318099,0,40,3
318177,1,19,6
318231,0,26,8
318956,0,21,3
319140,1,52,8
319588,1,33,7
319705,0,34,9
31978,1,62,3
319872,1,33,4
319930,1,19,3
320087,1,28,5
320335,0,19,7
320444,0,43,8
320490,1,33,6
320780,0,43,7
321511,0,18,3
321613,0,27,6
321659,0,26,6
322013,1,38,2
322181,0,23,5
322382,0,39,5
32268,0,31,7
323033,1,30,6
32386,0,46,7
323893,1,20,1
324292,0,44,6
324936,0,30,6
32498,1,31,1
32522,1,39,8
325471,1,25,6
326127,0,28,7
326342,1,28,6
327363,0,25,7
32831,1,34,7
328604,1,31,3
328617,1,56,9
329104,1,24,5
329388,1,28,7
329762,1,22,5
330051,1,26,6
330173,1,46,6
331360,1,38,7
331657,1,26,7
33252,1,33,7
332568,1,48,6
332973,1,27,8
333267,1,34,6
333295,1,24,6
333439,1,38,6
333576,1,28,6
333727,1,23,6
333790,1,40,6
33399,1,22,1
334131,1,37,7
334233,0,28,3
334360,1,18,1
335013,1,46,7
335045,1,32,6
33518,1,43,6
335230,1,38,2
335503,1,32,6
33605,1,21,6
336265,1,55,4
336815,0,33,6
337538,1,41,6
337668,1,37,7
337728,1,21,5
338293,0,24,8
338729,0,28,7
338742,1,20,4
339239,0,27,8
339377,0,39,7
339395,1,36,6
339701,0,25,3
339702,1,27,4
34077,0,27,7
34103,1,19,5
341277,1,21,4
341861,0,35,2
34286,1,32,7
342873,1,36,8
343217,1,19,4
343730,1,25,2
343875,1,22,7
344987,1,38,5
345076,1,28,7
345233,1,31,7
34533,1,25,6
345702,1,40,4
346203,0,29,7
346443,1,44,7
346591,0,20,3
346601,0,55,6
347056,1,29,6
347100,1,29,5
347131,1,32,7
347223,1,25,4
347349,0,34,6
347632,1,48,2
347797,1,22,8
348468,1,21,1
348506,1,34,6
348507,1,34,6
350054,1,30,6
350381,1,28,7
350989,1,20,4
351000,1,55,5
351226,1,29,7
351279,1,22,1
351436,1,22,1
35165,1,42,6
351704,1,29,8
351830,1,29,2
351888,1,39,3
352218,0,49,6
352823,1,45,7
352882,1,48,9
353273,0,24,7
353683,0,25,6
353820,0,31,9
353933,1,26,7
354286,1,32,7
354566,0,40,7
354645,1,41,2
354848,1,47,7
355227,1,29,7
355342,1,21,6
355521,1,23,3
355910,0,35,4
355929,1,41,6
356028,0,23,7
357025,1,35,7
357032,1,25,9
35719,1,35,6
35746,0,34,8
357636,0,26,9
357815,1,27,9
357856,0,50,7
357976,0,27,8
358134,0,23,6
358189,1,34,6
358727,1,32,8
358732,1,25,6
359379,1,29,7
359435,0,44,7
359836,1,29,2
359887,0,34,9
360549,0,28,4
360550,1,30,8
360756,1,31,7
361512,1,48,9
361547,1,34,9
362058,1,27,7
362291,1,32,4
362312,1,46,4
362963,1,32,6
363025,1,32,8
363270,1,27,2
363342,0,39,3
363716,1,21,8
363826,0,26,4
363850,0,70,7
363935,1,27,9
364448,1,44,6
364580,0,41,4
365224,0,27,6
36526,0,35,6
365652,1,23,2
365773,1,30,8
366078,0,23,1
366160,1,28,5
366235,1,35,9
366396,1,30,8
366454,1,26,6
367203,1,38,7
367445,1,21,2
36797,1,38,7
368343,1,23,6
368363,1,27,3
36838,0,31,7
368868,1,21,7
36903,0,30,6
369836,0,33,6
370006,1,26,8
370277,1,31,5
370555,1,33,5
370708,1,35,6
370731,1,24,7
371479,0,19,1
371581,1,25,7
371636,0,33,7
371794,1,23,6
371800,1,51,6
371937,1,34,9
372216,1,30,5
372298,1,39,9
372666,0,18,2
372826,0,26,4
372834,1,30,3
373110,1,40,8
373200,1,37,8
373382,1,21,6
373527,1,42,6
373675,1,25,6
373681,1,18,3
373843,1,23,6
373907,0,35,7
373929,0,27,6
373974,1,30,6
374059,1,25,7
3741,1,28,7
374223,1,34,5
374508,1,23,8
374574,1,31,8
374585,1,41,8
37465,1,48,6
374727,0,45,3
375025,1,29,5
37567,1,21,5
375831,1,22,5
375835,1,28,6
375944,0,31,4
37602,1,36,8
37603,0,28,6
376091,1,22,4
376138,1,26,8
376293,1,28,3
376307,1,20,4
376356,0,22,6
376529,1,30,6
3767,0,23,9
376811,1,26,7
376854,1,20,3
377062,1,28,6
377114,1,21,5
377172,0,25,6
377519,1,24,6
377536,1,39,6
377792,0,41,6
377817,0,29,4
378195,1,40,7
378255,1,33,2
378431,0,39,7
378453,1,31,3
378461,0,18,7
378724,1,54,8
378848,1,27,9
379335,0,25,6
379411,1,53,8
379994,1,25,6
380090,1,31,6
380118,0,26,1
380167,0,32,3
380168,0,22,5
380185,1,26,3
380202,1,33,5
380364,1,27,9
380605,1,53,9
380830,1,61,6
380898,1,36,6
381264,1,34,1
381537,0,46,7
38172,1,32,6
381899,1,21,8
3820,0,27,9
382030,1,26,5
382110,0,36,7
382115,1,31,9
382287,0,42,2
382434,1,46,7
382504,0,19,7
382527,0,47,7
38259,1,48,7
382960,1,34,8
383464,0,26,5
38371,1,24,6
383755,0,31,6
383866,0,21,7
383880,1,40,3
384077,1,25,9
384188,1,39,8
384318,1,22,7
384324,1,32,1
38448,1,23,7
384922,0,20,4
385235,0,44,6
385837,0,37,1
385878,1,31,7
386170,0,62,6
386212,0,64,4
386245,0,35,6
386378,0,51,6
386648,1,61,8
386731,0,31,9
386761,1,31,9
386784,1,34,8
386811,0,22,5
386852,1,25,3
387133,1,23,3
387184,1,22,6
387311,1,27,6
387407,1,20,6
387692,0,28,9
387714,0,21,5
387872,0,32,9
387919,0,24,7
388004,1,34,7
388016,1,29,8
388072,0,24,5
388116,0,24,4
388128,1,27,6
388684,1,36,6
388762,1,26,6
388803,1,27,6
388832,1,27,6
389034,1,54,4
389284,1,19,6
389707,0,39,6
389758,1,41,7
390008,0,25,2
390015,1,27,8
390041,1,40,6
390092,1,30,6
390113,1,22,7
390141,1,40,7
390178,0,23,6
390231,1,39,6
390451,0,22,7
390458,1,40,4
390870,1,26,8
390950,1,29,8
391843,1,21,6
391976,1,18,2
391988,1,27,7
392279,0,24,6
392447,0,44,7
392494,1,29,8
392824,1,39,7
393117,1,38,5
393118,0,32,8
393344,1,45,6
393350,0,37,9
393367,1,53,6
393459,1,63,3
393838,0,44,3
393921,1,43,6
394134,1,34,1
394424,1,41,2
394493,1,60,7
394706,0,46,6
394879,0,34,2
394923,0,48,7
395332,1,32,2
395387,0,29,6
395505,0,27,4
39564,1,32,3
395876,1,41,7
395889,1,52,6
396092,1,33,7
39619,1,39,6
396235,0,36,6
396262,1,33,2
396338,1,40,6
396339,1,31,1
396342,1,38,6
39663,1,33,9
39667,1,39,6
397016,1,43,6
397077,1,28,4
397082,1,36,3
397318,0,27,6
397823,1,39,7
398330,1,47,4
39834,1,27,8
398464,1,32,5
398554,1,41,5
398784,0,32,6
398893,1,33,6
399000,1,21,4
399002,1,19,1
399072,1,35,7
399108,1,59,6
399456,1,42,5
399481,1,33,4
399494,0,40,3
399615,1,20,1
399635,0,20,6
400198,1,32,6
400212,1,23,1
400219,0,20,4
400501,0,47,7
400606,1,21,1
400655,1,53,6
400723,0,41,6
400796,1,39,3
400862,0,27,2
401073,0,41,8
401108,0,25,5
401371,0,22,5
401600,1,34,4
401625,0,49,7
401684,1,34,2
40177,1,28,6
401781,1,41,7
401936,0,37,9
401964,0,21,6
402062,1,60,6
402082,0,51,7
402108,1,28,9
402473,1,21,8
402599,0,39,8
402781,0,24,7
402880,1,29,7
403138,1,40,6
403464,0,40,4
403514,0,24,6
403673,1,25,9
403912,1,25,7
403991,1,30,4
404066,1,48,6
404119,1,45,6
404217,1,24,9
404240,1,46,3
404524,1,27,7
404565,1,50,4
404653,0,53,6
404745,0,28,6
404839,1,41,7
405202,0,35,6
405305,0,33,1
405393,1,20,7
40554,0,42,7
405552,0,36,7
405815,0,27,1
405918,1,38,9
405973,0,22,6
406045,1,36,2
406170,1,29,6
406411,1,41,6
406458,1,42,8
406614,1,39,8
